"Plot Title: 10432475"
"#";"Date Time, GMT+01:00";"Rain, mm (SEN S/N: 2301096)";"Solar Radiation, W/m² (SEN S/N: 2375827)";"Wind Speed, m/s (SEN S/N: 2385148)";"Gust Speed, m/s (SEN S/N: 2385148)";"Wind Direction, ø (SEN S/N: 2385148)";"Voltage, V (SEN S/N: 2387796, LBL: PAR_Up)";"Voltage, V (SEN S/N: 2387803, LBL: PAR_down)";"Water Content, m³/m³ (SEN S/N: 2391324, LBL: 20cm)";"Water Content, m³/m³ (SEN S/N: 2391331, LBL: 5cm)";"Temp, °C (SEN S/N: 2397072)";"RH, % (SEN S/N: 2397072)";"Batt, V"
64;2014-03-27 03:45:00;0.00;0.6;0.56;1.86;223.2;0.0006;0.0006;0.2253;0.1961;-5.542;89.800;4.249
65;2014-03-27 04:00:00;0.00;0.6;0.00;0.74;223.2;0.0006;0.0006;0.2247;0.1961;-5.823;90.900;4.249
66;2014-03-27 04:15:00;0.00;0.6;0.56;1.67;226.0;0.0006;0.0006;0.2253;0.1961;-5.979;88.000;4.249
67;2014-03-27 04:30:00;0.00;0.6;0.37;1.48;268.1;0.0006;0.0006;0.2247;0.1961;-6.199;86.800;4.249
68;2014-03-27 04:45:00;0.00;0.6;0.37;1.48;300.4;0.0006;0.0006;0.2247;0.1961;-5.948;86.400;4.249
69;2014-03-27 05:00:00;0.00;0.6;0.37;1.67;348.2;0.0006;0.0006;0.2247;0.1961;-5.948;85.200;4.249
70;2014-03-27 05:15:00;0.00;0.6;0.00;0.00;315.9;0.0006;0.0006;0.2247;0.1961;-6.136;85.900;4.249
71;2014-03-27 05:30:00;0.00;0.6;0.00;0.00;306.1;0.0006;0.0006;0.2247;0.1961;-6.010;86.300;4.249
72;2014-03-27 05:45:00;0.00;0.6;0.00;0.00;285.0;0.0006;0.0006;0.2247;0.1961;-5.948;85.400;4.249
73;2014-03-27 06:00:00;0.00;0.6;0.00;0.00;272.4;0.0006;0.0006;0.2247;0.1961;-5.885;85.700;4.249
74;2014-03-27 06:15:00;0.00;5.6;0.00;0.00;272.4;0.0006;0.0006;0.2247;0.1961;-5.948;86.300;4.249
75;2014-03-27 06:30:00;0.00;13.1;0.00;1.86;1.4;0.0055;0.0006;0.2241;0.1961;-5.948;85.900;4.249
76;2014-03-27 06:45:00;0.00;19.4;0.74;2.23;334.1;0.0104;0.0006;0.2241;0.1961;-5.574;85.000;4.249
77;2014-03-27 07:00:00;0.00;30.6;0.00;0.00;273.8;0.0165;0.0006;0.2241;0.1961;-5.698;85.300;4.249
78;2014-03-27 07:15:00;0.00;55.6;0.00;0.00;258.3;0.0262;0.0006;0.2241;0.1961;-5.357;85.400;4.273
79;2014-03-27 07:30:00;0.00;76.9;0.00;0.00;258.3;0.0372;0.0006;0.2241;0.1961;-4.804;84.000;4.309
80;2014-03-27 07:45:00;0.00;95.6;0.00;0.00;341.2;0.0458;0.0006;0.2236;0.1961;-5.049;83.700;4.345
81;2014-03-27 08:00:00;0.00;96.9;0.00;0.00;1.4;0.0494;0.0006;0.2236;0.1961;-4.621;83.400;4.381
82;2014-03-27 08:15:00;0.00;370.6;0.00;0.00;1.4;0.1422;0.0116;0.2236;0.1961;-1.871;77.800;4.460
83;2014-03-27 08:30:00;0.00;263.1;0.00;0.00;1.4;0.1141;0.0079;0.2236;0.1961;-0.032;72.100;4.321
84;2014-03-27 08:45:00;0.00;491.9;0.00;0.00;353.8;0.1996;0.0165;0.2236;0.1961;-2.479;76.900;4.321
85;2014-03-27 09:00:00;0.00;140.6;0.00;0.00;162.9;0.0763;0.0031;0.2236;0.1961;-2.392;76.400;4.351
86;2014-03-27 09:15:00;0.00;234.4;0.00;0.00;84.2;0.1141;0.0043;0.2230;0.1961;-2.566;78.000;4.321
87;2014-03-27 09:30:00;0.00;645.6;0.00;0.00;9.8;0.2728;0.0214;0.2230;0.1961;0.439;71.300;4.309
88;2014-03-27 09:45:00;0.00;646.9;0.74;3.90;123.5;0.2777;0.0214;0.2230;0.1961;-2.888;78.100;4.448
89;2014-03-27 10:00:00;0.00;458.1;2.41;4.27;154.4;0.2130;0.0140;0.2230;0.1961;-1.814;75.700;4.442
90;2014-03-27 10:15:00;0.00;288.1;2.23;3.71;179.7;0.1398;0.0067;0.2230;0.1961;-2.044;75.800;4.442
91;2014-03-27 10:30:00;0.00;344.4;1.67;3.34;155.8;0.1666;0.0079;0.2224;0.1961;-1.015;75.500;4.321
92;2014-03-27 10:45:00;0.00;353.1;0.74;3.90;139.0;0.1727;0.0092;0.2224;0.1961;-0.845;74.400;4.442
93;2014-03-27 11:00:00;0.00;381.9;1.48;4.64;167.1;0.1886;0.0104;0.2224;0.1961;-1.157;74.700;4.436
94;2014-03-27 11:15:00;0.00;308.1;0.93;3.34;164.3;0.1556;0.0092;0.2224;0.1961;0.051;71.800;4.442
95;2014-03-27 11:30:00;0.00;279.4;1.48;2.78;175.5;0.1373;0.0067;0.2224;0.1961;-0.760;74.200;4.430
96;2014-03-27 11:45:00;0.00;295.6;1.67;2.78;164.3;0.1434;0.0055;0.2219;0.1961;-0.704;73.500;4.393
97;2014-03-27 12:00:00;0.00;306.9;0.93;2.60;192.3;0.1483;0.0055;0.2224;0.1961;-0.451;71.500;4.339
98;2014-03-27 12:15:00;0.00;341.9;0.93;2.78;158.6;0.1642;0.0067;0.2219;0.1961;-0.507;71.400;4.321
99;2014-03-27 12:30:00;0.00;363.1;1.48;2.97;178.3;0.1727;0.0067;0.2219;0.1961;0.107;70.000;4.393
100;2014-03-27 12:45:00;0.00;355.6;0.56;2.23;168.5;0.1703;0.0067;0.2219;0.1961;0.412;68.600;4.321
101;2014-03-27 13:00:00;0.00;346.9;0.74;1.86;178.3;0.1654;0.0067;0.2219;0.1961;0.989;67.500;4.339
102;2014-03-27 13:15:00;0.00;381.9;0.93;2.04;155.8;0.1813;0.0079;0.2219;0.1961;1.643;62.700;4.406
103;2014-03-27 13:30:00;0.00;454.4;1.30;2.60;172.7;0.2155;0.0104;0.2219;0.1961;1.425;61.900;4.442
104;2014-03-27 13:45:00;0.00;506.9;1.86;3.53;182.5;0.2386;0.0116;0.2219;0.1961;2.823;59.100;4.327
105;2014-03-27 14:00:00;0.00;350.6;2.41;3.71;181.1;0.1666;0.0079;0.2219;0.1961;1.561;59.400;4.333
106;2014-03-27 14:15:00;0.00;489.4;1.86;3.15;175.5;0.2313;0.0116;0.2219;0.1961;1.751;61.100;4.339
107;2014-03-27 14:30:00;0.00;440.6;1.67;2.60;179.7;0.2118;0.0104;0.2219;0.1961;2.983;56.500;4.309
108;2014-03-27 14:45:00;0.00;794.4;2.23;3.71;171.3;0.3485;0.0177;0.2219;0.1961;3.089;55.000;4.321
109;2014-03-27 15:00:00;0.00;496.9;2.60;3.90;174.1;0.2301;0.0116;0.2219;0.1956;2.983;53.400;4.363
110;2014-03-27 15:15:00;0.00;300.6;2.23;4.27;196.5;0.1410;0.0067;0.2219;0.1961;2.182;56.100;4.357
111;2014-03-27 15:30:00;0.00;266.9;3.15;5.57;175.5;0.1251;0.0055;0.2219;0.1961;2.074;56.400;4.363
112;2014-03-27 15:45:00;0.00;194.4;2.41;4.08;179.7;0.0922;0.0031;0.2219;0.1961;1.778;57.400;4.345
113;2014-03-27 16:00:00;0.00;185.6;1.86;3.15;158.6;0.0861;0.0031;0.2224;0.1961;1.805;60.000;4.339
114;2014-03-27 16:15:00;0.00;185.6;0.56;2.60;130.6;0.0848;0.0031;0.2224;0.1961;2.101;59.700;4.345
115;2014-03-27 16:30:00;0.00;164.4;1.30;3.90;242.9;0.0739;0.0018;0.2224;0.1961;2.155;57.300;4.339
116;2014-03-27 16:45:00;0.00;161.9;1.11;2.60;325.7;0.0714;0.0018;0.2230;0.1961;2.182;54.600;4.339
117;2014-03-27 17:00:00;0.00;141.9;0.00;1.11;352.4;0.0604;0.0018;0.2230;0.1956;2.209;56.200;4.333
118;2014-03-27 17:15:00;0.00;100.6;1.67;4.45;263.9;0.0433;0.0006;0.2236;0.1961;1.480;57.900;4.321
119;2014-03-27 17:30:00;0.00;76.9;1.11;3.53;282.2;0.0323;0.0006;0.2236;0.1961;1.235;58.200;4.321
120;2014-03-27 17:45:00;0.00;61.9;1.86;4.45;259.7;0.0238;0.0006;0.2241;0.1961;0.989;59.800;4.309
121;2014-03-27 18:00:00;0.00;41.9;1.48;3.34;247.1;0.0153;0.0006;0.2241;0.1961;0.770;61.000;4.321
122;2014-03-27 18:15:00;0.00;21.9;1.86;4.27;276.6;0.0067;0.0006;0.2241;0.1961;0.550;61.200;4.321
123;2014-03-27 18:30:00;0.00;5.6;2.04;4.08;261.1;0.0006;0.0006;0.2247;0.1961;0.495;60.900;4.297
124;2014-03-27 18:45:00;0.00;0.6;0.19;2.60;224.6;0.0006;0.0006;0.2253;0.1961;0.163;63.800;4.315
125;2014-03-27 19:00:00;0.00;0.6;0.00;0.00;227.4;0.0006;0.0006;0.2253;0.1961;-0.171;64.700;4.303
126;2014-03-27 19:15:00;0.00;0.6;0.00;0.00;228.8;0.0006;0.0006;0.2253;0.1961;-0.171;63.200;4.285
127;2014-03-27 19:30:00;0.00;0.6;0.00;0.00;228.8;0.0006;0.0006;0.2259;0.1961;-0.507;65.000;4.285
128;2014-03-27 19:45:00;0.00;0.6;0.19;0.93;228.8;0.0006;0.0006;0.2259;0.1961;-0.563;65.800;4.285
129;2014-03-27 20:00:00;0.00;0.6;0.00;0.00;306.1;0.0006;0.0006;0.2259;0.1961;-0.395;63.200;4.285
130;2014-03-27 20:15:00;0.00;0.6;0.56;1.48;325.7;0.0006;0.0006;0.2259;0.1961;-0.620;64.300;4.285
131;2014-03-27 20:30:00;0.00;0.6;0.00;0.74;336.9;0.0006;0.0006;0.2264;0.1961;-0.171;59.300;4.285
132;2014-03-27 20:45:00;0.00;0.6;0.00;0.56;336.9;0.0006;0.0006;0.2264;0.1961;-0.395;59.800;4.279
133;2014-03-27 21:00:00;0.00;0.6;0.00;0.37;332.7;0.0006;0.0006;0.2264;0.1956;-1.185;63.700;4.309
134;2014-03-27 21:15:00;0.00;0.6;0.00;0.00;336.9;0.0006;0.0006;0.2270;0.1961;-1.413;64.900;4.279
135;2014-03-27 21:30:00;0.00;0.6;0.00;0.19;334.1;0.0006;0.0006;0.2270;0.1956;-0.986;60.100;4.279
136;2014-03-27 21:45:00;0.00;0.6;0.00;0.19;344.0;0.0006;0.0006;0.2270;0.1956;-1.128;60.100;4.279
137;2014-03-27 22:00:00;0.00;0.6;0.00;1.67;336.9;0.0006;0.0006;0.2270;0.1956;-1.270;60.700;4.273
138;2014-03-27 22:15:00;0.00;0.6;0.00;1.48;353.8;0.0006;0.0006;0.2270;0.1961;-1.356;60.200;4.273
139;2014-03-27 22:30:00;0.00;0.6;0.19;3.71;348.2;0.0006;0.0006;0.2270;0.1961;-1.356;59.900;4.273
140;2014-03-27 22:45:00;0.00;0.6;0.93;4.08;345.4;0.0006;0.0006;0.2276;0.1961;-1.756;62.100;4.273
141;2014-03-27 23:00:00;0.00;0.6;0.00;0.00;341.2;0.0006;0.0006;0.2276;0.1956;-1.871;60.700;4.273
142;2014-03-27 23:15:00;0.00;0.6;0.37;1.67;308.9;0.0006;0.0006;0.2276;0.1956;-2.015;60.900;4.273
143;2014-03-27 23:30:00;0.00;0.6;1.11;2.41;271.0;0.0006;0.0006;0.2276;0.1956;-1.958;65.100;4.273
144;2014-03-27 23:45:00;0.00;0.6;0.00;0.00;259.7;0.0006;0.0006;0.2276;0.1956;-2.392;64.900;4.273
145;2014-03-28 00:00:00;0.00;0.6;0.00;0.00;265.3;0.0006;0.0006;0.2276;0.1961;-2.800;66.200;4.267
146;2014-03-28 00:15:00;0.00;0.6;0.00;0.00;276.6;0.0006;0.0006;0.2276;0.1961;-3.124;67.700;4.273
147;2014-03-28 00:30:00;0.00;0.6;0.00;0.00;325.7;0.0006;0.0006;0.2276;0.1961;-2.712;64.400;4.273
148;2014-03-28 00:45:00;0.00;0.6;0.00;0.00;336.9;0.0006;0.0006;0.2276;0.1961;-2.859;64.600;4.273
149;2014-03-28 01:00:00;0.00;0.6;0.00;0.93;329.9;0.0006;0.0006;0.2276;0.1956;-2.918;63.600;4.267
150;2014-03-28 01:15:00;0.00;0.6;0.00;0.00;335.5;0.0006;0.0006;0.2276;0.1961;-2.800;62.400;4.273
151;2014-03-28 01:30:00;0.00;0.6;0.93;2.60;322.9;0.0006;0.0006;0.2270;0.1956;-2.918;63.900;4.267
152;2014-03-28 01:45:00;0.00;0.6;0.00;1.67;321.5;0.0006;0.0006;0.2270;0.1956;-3.390;66.000;4.267
153;2014-03-28 02:00:00;0.00;0.6;0.00;0.00;335.5;0.0006;0.0006;0.2270;0.1961;-2.947;63.900;4.267
154;2014-03-28 02:15:00;0.00;0.6;0.74;2.04;339.7;0.0006;0.0006;0.2270;0.1956;-3.153;65.400;4.267
155;2014-03-28 02:30:00;0.00;0.6;0.37;2.04;331.3;0.0006;0.0006;0.2270;0.1961;-3.212;65.600;4.267
156;2014-03-28 02:45:00;0.00;0.6;0.00;0.56;341.2;0.0006;0.0006;0.2270;0.1956;-3.124;64.900;4.267
157;2014-03-28 03:00:00;0.00;0.6;0.19;2.41;338.3;0.0006;0.0006;0.2270;0.1961;-3.065;66.200;4.267
158;2014-03-28 03:15:00;0.00;0.6;0.19;2.04;336.9;0.0006;0.0006;0.2270;0.1956;-3.301;67.300;4.267
159;2014-03-28 03:30:00;0.00;0.6;0.00;0.19;339.7;0.0006;0.0006;0.2270;0.1961;-3.390;66.200;4.267
160;2014-03-28 03:45:00;0.00;0.6;0.00;0.00;341.2;0.0006;0.0006;0.2270;0.1961;-3.183;65.200;4.267
161;2014-03-28 04:00:00;0.00;0.6;0.56;3.71;346.8;0.0006;0.0006;0.2264;0.1961;-3.094;63.500;4.267
162;2014-03-28 04:15:00;0.00;0.6;1.86;2.78;345.4;0.0006;0.0006;0.2264;0.1961;-3.479;66.100;4.267
163;2014-03-28 04:30:00;0.00;0.6;1.48;3.15;338.3;0.0006;0.0006;0.2264;0.1961;-3.330;66.000;4.267
164;2014-03-28 04:45:00;0.00;0.6;1.11;3.34;344.0;0.0006;0.0006;0.2264;0.1961;-3.124;62.200;4.267
165;2014-03-28 05:00:00;0.00;0.6;0.00;0.19;344.0;0.0006;0.0006;0.2264;0.1961;-3.360;64.000;4.267
166;2014-03-28 05:15:00;0.00;0.6;0.00;0.00;344.0;0.0006;0.0006;0.2259;0.1961;-3.330;64.500;4.267
167;2014-03-28 05:30:00;0.00;0.6;0.00;0.37;341.2;0.0006;0.0006;0.2259;0.1961;-3.419;65.100;4.267
168;2014-03-28 05:45:00;0.00;0.6;1.30;3.15;342.6;0.0006;0.0006;0.2259;0.1961;-3.390;62.200;4.267
169;2014-03-28 06:00:00;0.00;1.9;1.67;2.78;338.3;0.0006;0.0006;0.2259;0.1961;-3.508;61.800;4.267
170;2014-03-28 06:15:00;0.00;5.6;1.48;2.78;341.2;0.0018;0.0006;0.2259;0.1961;-3.271;59.000;4.267
171;2014-03-28 06:30:00;0.00;9.4;0.93;2.78;351.0;0.0055;0.0006;0.2253;0.1961;-3.301;58.800;4.267
172;2014-03-28 06:45:00;0.00;13.1;0.00;0.19;336.9;0.0092;0.0006;0.2253;0.1961;-3.508;60.600;4.267
173;2014-03-28 07:00:00;0.00;16.9;0.00;0.00;334.1;0.0128;0.0006;0.2253;0.1961;-3.212;57.300;4.273
174;2014-03-28 07:15:00;0.00;20.6;0.00;0.00;348.2;0.0165;0.0006;0.2253;0.1956;-3.035;57.200;4.267
175;2014-03-28 07:30:00;0.00;23.1;0.00;0.00;353.8;0.0201;0.0006;0.2253;0.1961;-3.242;54.000;4.267
176;2014-03-28 07:45:00;0.00;26.9;0.00;3.53;355.2;0.0226;0.0006;0.2247;0.1961;-2.859;47.500;4.273
177;2014-03-28 08:00:00;0.00;33.1;2.23;3.15;0.0;0.0262;0.0006;0.2247;0.1956;-2.625;46.500;4.279
178;2014-03-28 08:15:00;0.00;400.6;2.04;3.34;4.2;0.1520;0.0165;0.2241;0.1961;-0.255;41.100;4.339
179;2014-03-28 08:30:00;0.00;448.1;1.67;2.97;8.4;0.1764;0.0189;0.2241;0.1956;2.155;42.600;4.333
180;2014-03-28 08:45:00;0.00;494.4;0.74;1.86;19.7;0.1984;0.0238;0.2241;0.1956;1.886;42.200;4.303
181;2014-03-28 09:00:00;0.00;536.9;0.74;2.04;23.9;0.2191;0.0262;0.2241;0.1956;2.423;44.000;4.448
182;2014-03-28 09:15:00;0.00;576.9;0.74;2.23;46.3;0.2399;0.0311;0.2236;0.1961;1.697;45.500;4.333
183;2014-03-28 09:30:00;0.00;613.1;0.93;2.04;95.5;0.2594;0.0348;0.2236;0.1956;1.317;51.600;4.303
184;2014-03-28 09:45:00;0.00;653.1;0.56;1.67;94.1;0.2789;0.0409;0.2230;0.1961;2.744;50.400;4.333
185;2014-03-28 10:00:00;0.00;685.6;0.74;2.60;92.7;0.2948;0.0421;0.2230;0.1956;1.967;51.200;4.339
186;2014-03-28 10:15:00;0.00;711.9;1.11;2.97;101.1;0.3094;0.0409;0.2230;0.1956;1.913;51.800;4.442
187;2014-03-28 10:30:00;0.00;738.1;1.30;3.15;141.8;0.3241;0.0409;0.2230;0.1956;2.370;51.500;4.321
188;2014-03-28 10:45:00;0.00;763.1;1.86;3.90;136.2;0.3375;0.0482;0.2224;0.1956;2.503;52.000;4.351
189;2014-03-28 11:00:00;0.00;785.6;2.23;4.08;158.6;0.3473;0.0470;0.2224;0.1956;2.930;54.600;4.442
190;2014-03-28 11:15:00;0.00;799.4;1.86;3.90;143.2;0.3546;0.0568;0.2224;0.1956;3.380;52.200;4.315
191;2014-03-28 11:30:00;0.00;811.9;2.23;4.08;134.8;0.3632;0.0800;0.2224;0.1961;3.036;48.800;4.412
192;2014-03-28 11:45:00;0.00;825.6;2.41;4.45;143.2;0.3705;0.1129;0.2224;0.1956;3.906;46.900;4.430
193;2014-03-28 12:00:00;0.00;833.1;2.04;4.27;151.6;0.3741;0.1605;0.2224;0.1956;4.194;37.900;4.315
194;2014-03-28 12:15:00;0.00;834.4;2.41;4.82;141.8;0.3766;0.2069;0.2236;0.1956;4.298;45.000;4.442
195;2014-03-28 12:30:00;0.00;833.1;2.23;5.94;154.4;0.3754;0.1971;0.2293;0.1956;3.985;43.700;4.400
196;2014-03-28 12:45:00;0.00;833.1;2.41;5.38;148.8;0.3754;0.2008;0.2476;0.1956;4.324;42.400;4.315
